,pk_cid,propensity_score,propensity_segment
404934,1533774,0.9017135,Top
404935,1533777,0.7135006,High
404936,1533779,0.9380887,Top
404937,1533782,0.75887793,High
404938,1533783,0.2476303,Low
404939,1533784,0.17519128,Low
404940,1533785,0.9408962,Top
404941,1533787,0.76658416,High
404942,1533788,0.699574,Medium
404943,1533789,0.7215808,High
404944,1533791,0.11020699,Low
404945,1533793,0.8061957,High
404946,1533794,0.7413216,High
404947,1533797,0.76784706,High
404948,1533798,0.1945215,Low
404949,1533799,0.5317357,Medium
404950,1533800,0.025217094,Low
404951,1533801,0.692383,Medium
404952,1533802,0.78464586,High
404953,1533803,0.09702264,Low
404954,1533804,0.3480507,Low
404955,1533806,0.49433973,Mid-Low
404956,1533807,0.6417322,Medium
404957,1533808,0.70325005,High
404958,1533810,0.7689242,High
404959,1533812,0.92406404,Top
404960,1533813,0.4760809,Mid-Low
404961,1533814,0.87424046,Top
404962,1533815,0.48621765,Mid-Low
404963,1533816,0.29570526,Low
404964,1533818,0.8566445,Top
404965,1533819,0.8170516,High
404966,1533822,0.7766682,High
404967,1533825,0.9340344,Top
404968,1533826,0.025217094,Low
404969,1533827,0.025217094,Low
404970,1533828,0.49709257,Mid-Low
404971,1533830,0.9272309,Top
404972,1533832,0.9349693,Top
404973,1533833,0.53832245,Medium
404974,1533835,0.88392675,Top
404975,1533838,0.5764198,Medium
404976,1533839,0.04041409,Low
404977,1533840,0.17143439,Low
404978,1533843,0.116189055,Low
404979,1533844,0.79439574,High
404980,1533845,0.89330685,Top
404981,1533846,0.30845135,Low
404982,1533847,0.92214173,Top
404983,1533848,0.41614708,Mid-Low
404984,1533852,0.095555216,Low
404985,1533853,0.80016774,High
404986,1533858,0.095042676,Low
404987,1533859,0.19561909,Low
404988,1533860,0.87231207,Top
404989,1533861,0.066871144,Low
404990,1533864,0.52366805,Medium
404991,1533866,0.9335037,Top
404992,1533867,0.30872107,Low
404993,1533868,0.77231854,High
404994,1533869,0.88909316,Top
404995,1533871,0.9210797,Top
404996,1533874,0.9166866,Top
404997,1533876,0.33193338,Low
404998,1533877,0.63400143,Medium
404999,1533879,0.9083043,Top
405000,1533882,0.7365259,High
405001,1533889,0.45488662,Mid-Low
405002,1533890,0.2725515,Low
405003,1533891,0.46701962,Mid-Low
405004,1533892,0.9094065,Top
405005,1533893,0.27263913,Low
405006,1533895,0.92726004,Top
405007,1533896,0.9455459,Top
405008,1533897,0.49746558,Mid-Low
405009,1533902,0.137702,Low
405010,1533903,0.9561592,Top
405011,1533905,0.76237196,High
405012,1533906,0.9076117,Top
405013,1533907,0.68258023,Medium
405014,1533909,0.6733043,Medium
405015,153391,0.0014398091,Low
405016,1533910,0.89742047,Top
405017,1533911,0.8114986,High
405018,1533912,0.37042722,Low
405019,1533913,0.9170854,Top
405020,1533914,0.8977182,Top
405021,1533917,0.28324217,Low
405022,1533918,0.9091431,Top
405023,1533919,0.12042586,Low
405024,1533920,0.8591567,Top
405025,1533922,0.35772574,Low
405026,1533923,0.67531204,Medium
405027,1533925,0.8239828,High
405028,1533926,0.83845717,High
405029,1533927,0.17706934,Low
405030,1533929,0.9741416,Top
405031,1533932,0.84597725,High
405032,1533933,0.73724836,High
405033,1533934,0.8933405,Top
405034,1533935,0.9363189,Top
405035,1533937,0.51663953,Medium
405036,1533938,0.34274295,Low
405037,1533941,0.3938162,Low
405038,1533943,0.29012468,Low
405039,1533944,0.8660854,Top
405040,1533945,0.880132,Top
405041,1533947,0.669862,Medium
405042,1533948,0.8923573,Top
405043,1533950,0.09181993,Low
405044,1533951,0.93415385,Top
405045,1533952,0.31343338,Low
405046,1533953,0.72311497,High
405047,1533955,0.90907425,Top
405048,1533957,0.83087033,High
405049,1533959,0.8001471,High
405050,1533961,0.86578447,Top
405051,1533962,0.9760838,Top
405052,1533963,0.86048436,Top
405053,1533964,0.82322687,High
405054,1533965,0.16424002,Low
405055,1533966,0.23195125,Low
405056,1533967,0.39474025,Low
405057,1533971,0.20602341,Low
405058,1533972,0.8352439,High
405059,1533974,0.7906693,High
405060,1533975,0.24086884,Low
405061,1533977,0.22122674,Low
405062,1533978,0.9293282,Top
405063,1533979,0.34593123,Low
405064,1533980,0.75703746,High
405065,1533981,0.48723704,Mid-Low
405066,1533983,0.9363733,Top
405067,1533984,0.638883,Medium
405068,1533985,0.34814784,Low
405069,1533986,0.7255473,High
405070,1533988,0.2503544,Low
405071,1533989,0.96395963,Top
405072,1533992,0.22895968,Low
405073,1533993,0.24833114,Low
405074,1533995,0.89814955,Top
405075,1533996,0.7461119,High
405076,1533997,0.88183993,Top
405077,1533999,0.87997395,Top
405078,1534003,0.45266038,Mid-Low
405079,1534004,0.24613819,Low
405080,1534005,0.85449827,Top
405081,1534007,0.332914,Low
405082,1534008,0.68072164,Medium
405083,1534009,0.30586734,Low
405084,1534011,0.9008703,Top
405085,1534012,0.14319497,Low
405086,1534013,0.6178372,Medium
405087,1534014,0.49800268,Mid-Low
405088,1534017,0.94392973,Top
405089,1534018,0.8967979,Top
405090,1534023,0.26925623,Low
405091,1534026,0.48194164,Mid-Low
405092,1534027,0.23057301,Low
405093,1534028,0.9541941,Top
405094,1534029,0.9327208,Top
405095,1534031,0.9300119,Top
405096,1534032,0.105101176,Low
405097,1534033,0.7428481,High
405098,1534035,0.7724384,High
405099,1534036,0.9169847,Top
405100,1534037,0.35383147,Low
405101,1534038,0.1532478,Low
405102,1534039,0.41308916,Mid-Low
405103,1534041,0.61645025,Medium
405104,1534043,0.16267158,Low
405105,1534045,0.84454745,High
405106,1534048,0.6939218,Medium
405107,1534050,0.9430307,Top
405108,1534052,0.09672463,Low
405109,1534054,0.841591,High
405110,1534058,0.813215,High
405111,1534060,0.42130834,Mid-Low
405112,1534063,0.082211696,Low
405113,1534064,0.9308818,Top
405114,1534065,0.9417276,Top
405115,1534067,0.8924757,Top
405116,1534073,0.8523897,Top
405117,1534074,0.9304647,Top
405118,1534076,0.8961515,Top
405119,1534077,0.9250605,Top
405120,1534078,0.3287821,Low
405121,1534081,0.65014666,Medium
405122,1534083,0.86633164,Top
405123,1534084,0.44857812,Mid-Low
405124,1534085,0.76349235,High
405125,1534086,0.1887697,Low
405126,1534087,0.8690622,Top
405127,1534088,0.8170516,High
405128,1534090,0.91813236,Top
405129,1534092,0.973175,Top
405130,1534093,0.9678862,Top
405131,1534094,0.33468422,Low
405132,1534095,0.90866226,Top
405133,1534096,0.38256523,Low
405134,1534097,0.23057301,Low
405135,1534098,0.5710514,Medium
405136,1534101,0.9110945,Top
405137,1534102,0.35568517,Low
405138,1534103,0.7384076,High
405139,1534104,0.73918843,High
405140,1534106,0.96220696,Top
405141,1534107,0.92696154,Top
405142,1534109,0.7049274,High
405143,1534110,0.509595,Medium
405144,1534111,0.76552635,High
405145,1534112,0.4103154,Mid-Low
405146,1534114,0.9253736,Top
405147,1534116,0.84926033,High
405148,1534117,0.6457207,Medium
405149,1534118,0.7733786,High
405150,1534119,0.9370599,Top
405151,1534120,0.17169382,Low
405152,1534121,0.19181354,Low
405153,1534124,0.29397237,Low
405154,1534125,0.5156752,Medium
405155,1534128,0.67665195,Medium
405156,1534129,0.85651565,Top
405157,1534130,0.42838407,Mid-Low
405158,1534131,0.24336916,Low
405159,1534132,0.18584573,Low
405160,1534135,0.9251945,Top
405161,1534137,0.23422335,Low
405162,1534138,0.54672873,Medium
405163,1534139,0.36875507,Low
405164,1534140,0.9428941,Top
405165,1534143,0.21809584,Low
405166,1534145,0.8705821,Top
405167,1534149,0.39928246,Low
405168,1534151,0.93700516,Top
405169,1534153,0.68909204,Medium
405170,1534154,0.78237015,High
405171,1534156,0.15444152,Low
405172,1534157,0.8399659,High
405173,1534160,0.88243455,Top
405174,1534162,0.66494375,Medium
405175,1534164,0.30335277,Low
405176,1534165,0.86077756,Top
405177,1534166,0.28569865,Low
405178,1534167,0.89176255,Top
405179,1534168,0.7572648,High
405180,1534169,0.8077226,High
405181,1534171,0.87331164,Top
405182,1534173,0.20763487,Low
405183,1534174,0.86048436,Top
405184,1534176,0.293902,Low
405185,1534177,0.92887914,Top
405186,1534179,0.6031389,Medium
405187,1534180,0.9651334,Top
405188,1534181,0.8804137,Top
405189,1534182,0.35456926,Low
405190,1534183,0.11712695,Low
405191,1534184,0.8662734,Top
405192,1534185,0.7862983,High
405193,1534186,0.8349572,High
405194,1534189,0.4236071,Mid-Low
405195,1534191,0.73189974,High
405196,1534192,0.85356367,Top
405197,1534193,0.9068258,Top
405198,1534194,0.1766968,Low
405199,1534196,0.9231918,Top
405200,1534198,0.9167409,Top
405201,1534199,0.5162088,Medium
405202,1534200,0.8301564,High
405203,1534201,0.9277616,Top
405204,1534203,0.77388704,High
405205,1534204,0.6888542,Medium
405206,1534207,0.13415754,Low
405207,1534208,0.6475187,Medium
405208,1534209,0.77730465,High
405209,1534210,0.4100647,Mid-Low
405210,1534211,0.21437974,Low
405211,1534212,0.29766977,Low
405212,1534213,0.32043073,Low
405213,1534214,0.21809584,Low
405214,1534215,0.61701304,Medium
405215,1534216,0.24600424,Low
405216,1534217,0.9074846,Top
405217,1534218,0.91989833,Top
405218,1534219,0.9185721,Top
405219,1534222,0.921937,Top
405220,1534226,0.7671297,High
405221,1534227,0.17108195,Low
405222,1534228,0.9106913,Top
405223,1534230,0.27187148,Low
405224,1534231,0.9331064,Top
405225,1534232,0.90499043,Top
405226,1534233,0.2355348,Low
405227,1534234,0.364751,Low
405228,1534235,0.5369866,Medium
405229,1534236,0.33880088,Low
405230,1534237,0.28667292,Low
405231,1534238,0.12395986,Low
405232,1534239,0.79362977,High
405233,1534240,0.12379552,Low
405234,1534241,0.33702683,Low
405235,1534242,0.69912237,Medium
405236,1534244,0.97888684,Top
405237,1534245,0.13007939,Low
405238,1534246,0.18357252,Low
405239,1534247,0.2738159,Low
405240,1534248,0.21809584,Low
405241,1534249,0.36847833,Low
405242,1534250,0.32694638,Low
405243,1534251,0.85065085,Top
405244,1534252,0.8573176,Top
405245,1534257,0.17688398,Low
405246,1534258,0.9581049,Top
405247,1534263,0.3839023,Low
405248,1534266,0.08385316,Low
405249,1534267,0.23057301,Low
405250,1534269,0.8662734,Top
405251,1534270,0.9569589,Top
405252,1534271,0.6499226,Medium
405253,1534272,0.301678,Low
405254,1534273,0.076269366,Low
405255,1534274,0.41025865,Mid-Low
405256,1534275,0.880132,Top
405257,1534277,0.2586015,Low
405258,1534281,0.22122674,Low
405259,1534282,0.22780442,Low
405260,1534283,0.15262987,Low
405261,1534284,0.91667795,Top
405262,1534286,0.90977895,Top
405263,1534287,0.53773236,Medium
405264,1534290,0.73363584,High
405265,1534291,0.9511013,Top
405266,1534293,0.82567537,High
405267,1534294,0.15571268,Low
405268,1534295,0.43898764,Mid-Low
405269,1534298,0.19558823,Low
405270,1534299,0.15601242,Low
405271,1534300,0.8159253,High
405272,1534301,0.9443859,Top
405273,1534303,0.6103406,Medium
405274,1534306,0.18122722,Low
405275,1534307,0.58348376,Medium
405276,1534308,0.43119654,Mid-Low
405277,1534309,0.747576,High
405278,1534311,0.56888443,Medium
405279,1534313,0.11290052,Low
405280,1534314,0.83931947,High
405281,1534316,0.740557,High
405282,1534317,0.537975,Medium
405283,1534318,0.8215937,High
405284,1534319,0.6085715,Medium
405285,1534320,0.87654257,Top
405286,1534321,0.9180153,Top
405287,1534324,0.89079523,Top
405288,1534325,0.4790366,Mid-Low
405289,1534327,0.63144416,Medium
405290,1534329,0.41622975,Mid-Low
405291,1534330,0.22204924,Low
405292,1534332,0.86328644,Top
405293,1534333,0.2941652,Low
405294,1534335,0.77388704,High
405295,1534336,0.8973545,Top
405296,1534338,0.6836668,Medium
405297,1534339,0.09646886,Low
405298,1534341,0.56595707,Medium
405299,1534342,0.44447064,Mid-Low
405300,1534344,0.5528147,Medium
405301,1534345,0.15924114,Low
405302,1534346,0.8343672,High
405303,1534347,0.9317169,Top
405304,1534349,0.7137907,High
405305,1534351,0.29571506,Low
405306,1534352,0.9219677,Top
405307,1534353,0.1368897,Low
405308,1534354,0.9559101,Top
405309,1534356,0.9649877,Top
405310,1534357,0.2968838,Low
405311,1534359,0.9483339,Top
405312,1534361,0.85065085,Top
405313,1534362,0.4918615,Mid-Low
405314,1534365,0.24163881,Low
405315,1534366,0.9166866,Top
405316,1534369,0.9356514,Top
405317,1534370,0.6964673,Medium
405318,1534372,0.14739744,Low
405319,1534374,0.90474397,Top
405320,1534377,0.8409593,High
405321,1534379,0.17015222,Low
405322,1534381,0.10436444,Low
405323,1534382,0.29306465,Low
405324,1534384,0.18069898,Low
405325,1534385,0.18394554,Low
405326,1534386,0.281339,Low
405327,1534387,0.2586467,Low
405328,1534388,0.4815006,Mid-Low
405329,1534389,0.27613115,Low
405330,1534391,0.74646366,High
405331,1534392,0.3765937,Low
405332,1534395,0.42781314,Mid-Low
405333,1534396,0.1179474,Low
405334,1534399,0.8362002,High
405335,1534400,0.37000406,Low
405336,1534402,0.62059337,Medium
405337,1534404,0.25706744,Low
405338,1534405,0.23195125,Low
405339,1534407,0.7957234,High
405340,1534409,0.45479617,Mid-Low
405341,1534411,0.8481628,High
405342,1534412,0.12900545,Low
405343,1534414,0.9554025,Top
405344,1534415,0.060357068,Low
405345,1534416,0.3352681,Low
405346,1534417,0.95560485,Top
405347,1534421,0.930252,Top
405348,1534424,0.83806247,High
405349,1534425,0.720281,High
405350,1534427,0.18180744,Low
405351,1534428,0.84349656,High
405352,1534430,0.8970729,Top
405353,1534433,0.24574883,Low
405354,1534437,0.92234117,Top
405355,1534438,0.80007136,High
405356,1534439,0.5375853,Medium
405357,1534440,0.13730353,Low
405358,1534441,0.9385937,Top
405359,1534443,0.6910327,Medium
405360,1534444,0.94128543,Top
405361,1534446,0.8933737,Top
405362,1534448,0.521779,Medium
405363,1534449,0.850979,Top
405364,1534450,0.21500446,Low
405365,1534451,0.87976265,Top
405366,1534452,0.54518545,Medium
405367,1534453,0.06387582,Low
405368,1534455,0.8751618,Top
405369,1534456,0.1559228,Low
405370,1534457,0.46475595,Mid-Low
405371,1534458,0.6516028,Medium
405372,1534459,0.5829721,Medium
405373,1534460,0.96274143,Top
405374,1534461,0.6513836,Medium
405375,1534462,0.8665101,Top
405376,1534463,0.8776663,Top
405377,1534466,0.04246213,Low
405378,1534467,0.8450995,High
405379,1534468,0.8836014,Top
405380,1534469,0.66868937,Medium
405381,1534471,0.8590388,Top
405382,1534472,0.86582315,Top
405383,1534477,0.6617732,Medium
405384,1534479,0.9346457,Top
405385,1534480,0.37891823,Low
405386,1534481,0.9584476,Top
405387,1534482,0.2699016,Low
405388,1534483,0.7026022,High
405389,1534484,0.9005932,Top
405390,1534487,0.1179474,Low
405391,1534488,0.27073932,Low
405392,1534489,0.9461414,Top
405393,1534490,0.14877734,Low
405394,1534491,0.8799532,Top
405395,1534493,0.69781286,Medium
405396,1534495,0.8270942,High
405397,1534496,0.47156662,Mid-Low
405398,1534497,0.83067286,High
405399,1534498,0.87167394,Top
405400,1534500,0.15341331,Low
405401,1534501,0.88078094,Top
405402,1534503,0.20687684,Low
405403,1534504,0.16424002,Low
405404,1534505,0.9333393,Top
405405,1534507,0.18357252,Low
405406,1534508,0.63734376,Medium
405407,1534509,0.08987313,Low
405408,1534511,0.90407556,Top
405409,1534512,0.53371465,Medium
405410,1534513,0.7900923,High
405411,1534514,0.9242464,Top
405412,1534515,0.6438398,Medium
405413,1534516,0.9627542,Top
405414,1534517,0.96366143,Top
405415,1534519,0.7239901,High
405416,1534521,0.45706096,Mid-Low
405417,1534523,0.9166866,Top
405418,1534525,0.6892694,Medium
405419,1534526,0.26962903,Low
405420,1534527,0.8124017,High
405421,1534529,0.9394699,Top
405422,1534530,0.88919914,Top
405423,1534532,0.2058719,Low
405424,1534534,0.9685052,Top
405425,1534535,0.29227036,Low
405426,1534536,0.89565015,Top
405427,1534538,0.6903766,Medium
405428,1534541,0.669862,Medium
405429,1534542,0.1323898,Low
405430,1534543,0.7624339,High
405431,1534544,0.2924167,Low
405432,1534545,0.9170297,Top
405433,1534546,0.8155141,High
405434,1534549,0.93943363,Top
405435,1534550,0.2701607,Low
405436,1534552,0.3409303,Low
405437,1534554,0.19823802,Low
405438,1534556,0.0556357,Low
405439,1534557,0.9598396,Top
405440,1534559,0.8510295,Top
405441,1534560,0.12928207,Low
405442,1534561,0.34219915,Low
405443,1534564,0.9137537,Top
405444,1534565,0.6108303,Medium
405445,1534568,0.73819923,High
405446,1534569,0.03278665,Low
405447,1534570,0.929173,Top
405448,1534574,0.49913377,Mid-Low
405449,1534575,0.28569865,Low
405450,1534576,0.868873,Top
405451,1534577,0.96899945,Top
405452,1534579,0.45643798,Mid-Low
405453,1534580,0.8694542,Top
405454,1534581,0.8908783,Top
405455,1534582,0.69813734,Medium
405456,1534585,0.7855851,High
405457,1534586,0.8247104,High
405458,1534587,0.46778256,Mid-Low
405459,1534589,0.64652264,Medium
405460,1534590,0.22694576,Low
405461,1534591,0.8241662,High
405462,1534594,0.18476452,Low
405463,1534597,0.2572116,Low
405464,1534598,0.7784598,High
405465,1534600,0.95515734,Top
405466,1534602,0.1179474,Low
405467,1534606,0.81186837,High
405468,1534608,0.8775581,Top
405469,1534609,0.09208763,Low
405470,1534610,0.9675734,Top
405471,1534612,0.6733043,Medium
405472,1534616,0.8968797,Top
405473,1534618,0.95444417,Top
405474,1534619,0.98285115,Top
405475,1534623,0.5184955,Medium
405476,1534624,0.7900615,High
405477,1534625,0.790239,High
405478,1534626,0.48902935,Mid-Low
405479,1534628,0.2948649,Low
405480,1534630,0.40169403,Mid-Low
405481,1534631,0.13401449,Low
405482,1534632,0.91782695,Top
405483,1534633,0.70254624,High
405484,1534635,0.33753657,Low
405485,1534637,0.7540274,High
405486,1534638,0.24484679,Low
405487,1534640,0.20384559,Low
405488,1534641,0.24776784,Low
405489,1534643,0.23704629,Low
405490,1534644,0.46449456,Mid-Low
405491,1534645,0.17559892,Low
405492,1534646,0.51418024,Medium
405493,1534647,0.21129467,Low
405494,1534648,0.17812482,Low
405495,1534651,0.14371641,Low
405496,1534652,0.9109068,Top
405497,1534654,0.57627255,Medium
405498,1534655,0.9081047,Top
405499,1534657,0.8612488,Top
405500,1534658,0.92010707,Top
405501,1534659,0.7325696,High
405502,1534660,0.55439895,Medium
405503,1534661,0.5267309,Medium
405504,1534662,0.13665423,Low
405505,1534665,0.5947648,Medium
405506,1534666,0.12132344,Low
405507,1534668,0.81049746,High
405508,1534671,0.9293282,Top
405509,1534673,0.17293867,Low
405510,1534675,0.50502217,Medium
405511,1534677,0.889004,Top
405512,1534679,0.5300023,Medium
405513,1534680,0.39306706,Low
405514,1534681,0.16856198,Low
405515,1534682,0.47829732,Mid-Low
405516,1534683,0.24383223,Low
405517,1534685,0.59946656,Medium
405518,1534686,0.8856867,Top
405519,1534689,0.439575,Mid-Low
405520,1534690,0.3259967,Low
405521,1534693,0.5224123,Medium
405522,1534694,0.8529309,Top
405523,1534696,0.86016345,Top
405524,1534697,0.9842642,Top
405525,1534700,0.45392084,Mid-Low
405526,1534702,0.94361013,Top
405527,1534703,0.61230123,Medium
405528,1534705,0.8054106,High
405529,1534706,0.7341086,High
405530,1534708,0.9102491,Top
405531,1534711,0.9243688,Top
405532,1534712,0.09234668,Low
405533,1534713,0.92674977,Top
405534,1534714,0.49195257,Mid-Low
405535,1534716,0.94275814,Top
405536,1534717,0.9705189,Top
405537,1534718,0.90712506,Top
405538,1534719,0.7957234,High
405539,1534720,0.22983803,Low
405540,1534721,0.89484966,Top
405541,1534723,0.4019844,Mid-Low
405542,1534724,0.12788484,Low
405543,1534725,0.3059483,Low
405544,1534726,0.10182518,Low
405545,1534727,0.92368114,Top
405546,1534729,0.81012285,High
405547,1534730,0.91152817,Top
405548,1534732,0.33186534,Low
405549,1534733,0.9482888,Top
405550,1534735,0.301678,Low
405551,1534736,0.07193234,Low
405552,1534739,0.20602341,Low
405553,1534740,0.39073592,Low
405554,1534741,0.75971824,High
405555,1534746,0.053606246,Low
405556,1534747,0.39711642,Low
405557,1534749,0.10908617,Low
405558,1534752,0.09112685,Low
405559,1534753,0.7778667,High
405560,1534756,0.5630353,Medium
405561,1534758,0.29804853,Low
405562,1534760,0.13454758,Low
405563,1534762,0.92719024,Top
405564,1534763,0.51018715,Medium
405565,1534765,0.8640776,Top
405566,1534766,0.94861025,Top
405567,1534767,0.5965918,Medium
405568,1534768,0.8864991,Top
405569,1534773,0.969584,Top
405570,1534774,0.7401027,High
405571,1534776,0.19975811,Low
405572,1534778,0.6290239,Medium
405573,1534780,0.9625553,Top
405574,1534782,0.83087033,High
405575,1534783,0.73819923,High
405576,1534786,0.42201397,Mid-Low
405577,1534787,0.8900828,Top
405578,1534790,0.19064635,Low
405579,1534792,0.5595355,Medium
405580,1534793,0.892919,Top
405581,1534794,0.6176192,Medium
405582,1534797,0.28314683,Low
405583,1534799,0.18814637,Low
405584,1534802,0.9058182,Top
405585,1534803,0.22903179,Low
405586,1534807,0.19401164,Low
405587,1534808,0.9580426,Top
405588,1534809,0.86308086,Top
405589,1534810,0.013625155,Low
405590,1534813,0.9127941,Top
405591,1534814,0.7798638,High
405592,1534815,0.8993429,Top
405593,1534816,0.09776079,Low
405594,1534817,0.85722655,Top
405595,1534818,0.8875845,Top
405596,1534820,0.013625155,Low
405597,1534821,0.2955952,Low
405598,1534822,0.018169845,Low
405599,1534823,0.530858,Medium
405600,1534824,0.30626658,Low
405601,1534826,0.18991062,Low
405602,1534827,0.8578015,Top
405603,1534829,0.82885617,High
405604,1534830,0.83859,High
405605,1534831,0.9813716,Top
405606,1534834,0.13415754,Low
405607,1534835,0.09551685,Low
405608,1534836,0.3822305,Low
405609,1534838,0.27985182,Low
405610,1534839,0.27728486,Low
405611,1534840,0.1915678,Low
405612,1534842,0.88031286,Top
405613,1534846,0.030130608,Low
405614,1534850,0.87570447,Top
405615,1534852,0.7538636,High
405616,1534855,0.7894798,High
405617,1534857,0.778741,High
405618,1534862,0.20611927,Low
405619,1534864,0.8481217,High
405620,1534865,0.8041654,High
405621,1534866,0.114770815,Low
405622,1534867,0.06746707,Low
405623,1534868,0.6546488,Medium
405624,1534869,0.96249765,Top
405625,1534871,0.9117475,Top
405626,1534872,0.85065085,Top
405627,1534873,0.39006433,Low
405628,1534874,0.110613935,Low
405629,1534875,0.8787178,Top
405630,1534876,0.9170726,Top
405631,1534877,0.7765289,High
405632,1534878,0.2293382,Low
405633,1534879,0.8317839,High
405634,1534880,0.13630049,Low
405635,1534881,0.30409706,Low
405636,1534883,0.6023856,Medium
405637,1534884,0.78569996,High
405638,1534886,0.23057301,Low
405639,1534887,0.28994256,Low
405640,1534888,0.15097435,Low
405641,1534889,0.26249042,Low
405642,1534890,0.6984136,Medium
405643,1534891,0.9483655,Top
405644,1534892,0.9377057,Top
405645,1534893,0.074218035,Low
405646,1534896,0.8269403,High
405647,1534897,0.8357055,High
405648,1534898,0.20187885,Low
405649,1534899,0.20772932,Low
405650,1534900,0.31241724,Low
405651,1534901,0.87065583,Top
405652,1534904,0.17128474,Low
405653,1534906,0.12181322,Low
405654,1534908,0.9123315,Top
405655,1534909,0.29973927,Low
405656,1534911,0.7591916,High
405657,1534912,0.7318676,High
405658,1534913,0.8656996,Top
405659,1534914,0.49599755,Mid-Low
405660,1534916,0.5985498,Medium
405661,1534918,0.9092725,Top
405662,1534920,0.83906686,High
405663,1534922,0.8537323,Top
405664,1534923,0.7163989,High
405665,1534925,0.8917791,Top
405666,1534926,0.9112525,Top
405667,1534928,0.93159604,Top
405668,1534929,0.81552947,High
405669,1534930,0.87065864,Top
405670,1534932,0.8608004,Top
405671,1534933,0.8247104,High
405672,1534934,0.33932886,Low
405673,1534935,0.8527606,Top
405674,1534936,0.67840356,Medium
405675,1534938,0.96118915,Top
405676,1534939,0.9675382,Top
405677,1534940,0.92013824,Top
405678,1534941,0.9356514,Top
405679,1534946,0.14303246,Low
405680,1534948,0.8354819,High
405681,1534949,0.16432743,Low
405682,1534950,0.16987647,Low
405683,1534951,0.8980536,Top
405684,1534953,0.12125582,Low
405685,1534954,0.47698298,Mid-Low
405686,1534955,0.5511173,Medium
405687,1534956,0.7488891,High
405688,1534958,0.75763416,High
405689,1534959,0.8539215,Top
405690,1534961,0.2070086,Low
405691,1534962,0.08404125,Low
405692,1534963,0.66832596,Medium
405693,1534965,0.5922067,Medium
405694,1534967,0.7203256,High
405695,1534968,0.08825706,Low
405696,1534969,0.8536305,Top
405697,1534970,0.15009646,Low
405698,1534971,0.21180326,Low
405699,1534972,0.9076895,Top
405700,1534974,0.07769781,Low
405701,1534975,0.89463216,Top
405702,1534976,0.3298959,Low
405703,1534977,0.6422115,Medium
405704,1534978,0.20319244,Low
405705,1534979,0.9270341,Top
405706,1534984,0.8712432,Top
405707,1534985,0.41475934,Mid-Low
405708,1534987,0.39886734,Low
405709,1534988,0.7178479,High
405710,1534991,0.7145353,High
405711,1534992,0.08493321,Low
405712,1534993,0.7672278,High
405713,1534994,0.73822963,High
405714,1534996,0.88740635,Top
405715,1534997,0.8145757,High
405716,1534998,0.7803921,High
405717,1534999,0.93566823,Top
405718,1535001,0.8190342,High
405719,1535003,0.8784493,Top
405720,1535005,0.81738526,High
405721,1535007,0.14140311,Low
405722,1535008,0.883846,Top
405723,1535009,0.58068615,Medium
405724,1535010,0.91776663,Top
405725,1535011,0.14343593,Low
405726,1535012,0.095737316,Low
405727,1535014,0.91385347,Top
405728,1535016,0.8523398,Top
405729,1535017,0.84823763,High
405730,1535018,0.85065085,Top
405731,1535019,0.7790506,High
405732,1535022,0.5157492,Medium
405733,1535023,0.1179474,Low
405734,1535025,0.92506266,Top
405735,1535026,0.23928504,Low
405736,1535027,0.11034454,Low
405737,1535028,0.91776663,Top
405738,1535029,0.74075466,High
405739,1535031,0.8877604,Top
405740,1535032,0.351813,Low
405741,1535033,0.381996,Low
405742,1535034,0.93882984,Top
405743,1535035,0.19330876,Low
405744,1535036,0.775373,High
405745,1535038,0.7542704,High
405746,1535039,0.8001471,High
405747,1535040,0.9144829,Top
405748,1535041,0.88260424,Top
405749,1535043,0.49682742,Mid-Low
405750,1535044,0.8320315,High
405751,1535046,0.8025024,High
405752,1535047,0.9266686,Top
405753,1535048,0.75593525,High
405754,1535050,0.14080845,Low
405755,1535051,0.6737502,Medium
405756,1535052,0.1625303,Low
405757,1535054,0.9458041,Top
405758,1535055,0.70241076,High
405759,1535056,0.7791784,High
405760,1535057,0.28846043,Low
405761,1535058,0.75763416,High
405762,1535059,0.87947357,Top
405763,1535063,0.825001,High
405764,1535064,0.8357737,High
405765,1535065,0.83461195,High
405766,1535066,0.83906686,High
405767,1535067,0.4929023,Mid-Low
405768,1535069,0.20400423,Low
405769,1535070,0.45404547,Mid-Low
405770,1535071,0.20508215,Low
405771,1535072,0.71063894,High
405772,1535073,0.89935493,Top
405773,1535075,0.7946782,High
405774,1535076,0.79753435,High
405775,1535077,0.9608592,Top
405776,1535078,0.028631112,Low
405777,1535079,0.19659641,Low
405778,1535080,0.8460058,High
405779,1535081,0.828133,High
405780,1535082,0.15965748,Low
405781,1535083,0.65353847,Medium
405782,1535084,0.13321844,Low
405783,1535086,0.68769914,Medium
405784,1535089,0.28573093,Low
405785,1535093,0.34642994,Low
405786,1535094,0.18611942,Low
405787,1535095,0.9714651,Top
405788,1535096,0.1780115,Low
405789,1535097,0.78786737,High
405790,1535098,0.7858228,High
405791,1535099,0.9735039,Top
405792,1535101,0.8209482,High
405793,1535102,0.08365469,Low
405794,1535103,0.12078176,Low
405795,1535104,0.82947904,High
405796,1535106,0.48621765,Mid-Low
405797,1535107,0.096768625,Low
405798,1535108,0.94617265,Top
405799,1535109,0.27660522,Low
405800,1535110,0.6320113,Medium
