,pk_cid,credit_card,debit_card,have_paymentcards_products,propensity_score,propensity_segment
274357,1392178,0,0,0,0.00016451266,Low
274358,1392179,0,0,0,0.00036349945,Low
274359,1392180,0,0,0,0.0017054577,Low
274360,1392181,0,0,0,0.0018912464,Low
274361,1392186,0,0,0,0.009281434,Low
274362,1392188,0,0,0,0.00023173478,Low
274363,1392192,0,0,0,0.0006267226,Low
274364,1392193,0,0,0,0.00027325415,Low
274365,1392195,0,0,0,0.0006997135,Low
274366,1392196,0,0,0,0.0010018516,Low
274367,1392197,0,0,0,0.0029062915,Low
274368,1392198,0,0,0,0.0002566925,Low
274369,1392203,0,0,0,0.00088734017,Low
274370,1392207,0,0,0,0.0014213597,Low
274371,1392211,0,0,0,0.00067764777,Low
274372,1392213,0,0,0,0.0005844179,Low
274373,1392216,0,0,0,0.0002853816,Low
274374,1392217,0,0,0,0.00086631725,Low
274375,1392218,0,0,0,0.00015118805,Low
274376,1392219,0,0,0,0.00023215964,Low
274377,1392221,0,0,0,0.0003625168,Low
274378,1392222,0,0,0,0.00065991736,Low
274379,1392224,0,0,0,0.0021610013,Low
274380,1392227,0,0,0,0.002452847,Low
274381,1392231,0,0,0,0.0018018408,Low
274382,1392234,0,0,0,0.00032330668,Low
274383,1392237,0,0,0,0.00034133735,Low
274384,1392238,0,0,0,0.0011867898,Low
274385,1392240,0,0,0,0.0029150345,Low
274386,1392245,0,0,0,0.0017768109,Low
274387,1392249,0,0,0,0.00021655459,Low
274388,1392250,0,0,0,0.00031696257,Low
274389,1392251,0,0,0,0.00012499187,Low
274390,1392254,0,0,0,0.0030494668,Low
274391,1392255,0,0,0,0.0014249865,Low
274392,1392258,0,0,0,0.00061428867,Low
274393,1392259,0,0,0,0.006307257,Low
274394,1392263,0,0,0,0.0003966809,Low
274395,1392264,0,0,0,0.00019734829,Low
274396,1392266,0,0,0,0.0005775182,Low
274397,1392268,0,0,0,0.0017552058,Low
274398,1392269,0,0,0,0.00017557255,Low
274399,1392275,0,0,0,0.0012621027,Low
274400,1392276,0,0,0,0.0013913924,Low
274401,1392277,0,0,0,0.00059785054,Low
274402,1392282,0,0,0,0.000654837,Low
274403,1392283,0,0,0,0.0029468336,Low
274404,1392284,0,0,0,0.0005775273,Low
274405,1392292,0,0,0,0.00010745413,Low
274406,1392295,0,0,0,0.0001639322,Low
274407,1392296,0,0,0,0.00028006674,Low
274408,1392297,0,0,0,0.0022867098,Low
274409,1392299,0,0,0,0.00077749934,Low
274410,1392300,0,0,0,0.0008469413,Low
274411,1392302,0,0,0,0.06558311,Low
274412,1392303,0,0,0,0.0012362448,Low
274413,1392304,0,0,0,0.00025356872,Low
274414,1392307,0,0,0,0.00036690457,Low
274415,1392309,0,0,0,0.0001747715,Low
274416,1392316,0,0,0,0.00053948606,Low
274417,1392318,0,0,0,0.0011281488,Low
274418,1392326,0,0,0,0.00091122184,Low
274419,1392328,0,0,0,0.00039740608,Low
274420,1392329,0,0,0,0.00046234214,Low
274421,1392340,0,0,0,0.001348269,Low
274422,1392343,0,0,0,0.00032055643,Low
274423,1392345,0,0,0,0.0001900377,Low
274424,1392347,0,0,0,0.0079399245,Low
274425,1392349,0,0,0,0.0032811281,Low
274426,1392352,0,0,0,0.0009883808,Low
274427,1392353,0,0,0,0.0011097615,Low
274428,1392354,0,0,0,0.00031528177,Low
274429,1392355,0,0,0,0.001200273,Low
274430,1392356,0,0,0,0.00026874893,Low
274431,1392357,0,0,0,0.00015307237,Low
274432,1392358,0,0,0,0.00016299497,Low
274433,1392359,0,0,0,0.00017649657,Low
274434,1392362,0,0,0,0.0012857744,Low
274435,1392363,0,0,0,0.0021526057,Low
274436,1392364,0,0,0,0.0020082432,Low
274437,1392366,0,0,0,0.00011603038,Low
274438,1392368,0,0,0,0.0016818254,Low
274439,1392371,0,0,0,0.00032846179,Low
274440,1392372,0,0,0,0.0029402073,Low
274441,1392373,0,0,0,0.0026430213,Low
274442,1392375,0,0,0,0.0038818647,Low
274443,1392377,0,0,0,0.0026265287,Low
274444,1392379,0,0,0,0.0018229064,Low
274445,1392380,0,0,0,0.0015188559,Low
274446,1392381,0,0,0,0.0031678805,Low
274447,1392384,0,0,0,0.0014600911,Low
274448,1392389,0,0,0,0.0005065208,Low
274449,1392390,0,0,0,0.0038302178,Low
274450,1392391,0,0,0,0.00014720154,Low
274451,1392394,0,0,0,0.006358977,Low
274452,1392397,0,0,0,0.0020839334,Low
274453,1392398,0,0,0,0.0001349835,Low
274454,1392399,0,0,0,0.00048590582,Low
274455,1392402,0,0,0,0.00045338558,Low
274456,1392404,0,0,0,0.0004344306,Low
274457,1392405,0,0,0,0.0023681924,Low
274458,1392407,0,0,0,0.0015277417,Low
274459,1392410,0,0,0,0.0026881222,Low
274460,1392411,0,0,0,0.00014462526,Low
274461,1392412,0,0,0,0.00437089,Low
274462,1392413,0,0,0,0.00015673542,Low
274463,1392414,0,0,0,0.0007013187,Low
274464,1392416,0,0,0,0.00016098823,Low
274465,1392422,0,0,0,0.002156292,Low
274466,1392430,0,0,0,0.0013130183,Low
274467,1392431,0,0,0,0.0003968876,Low
274468,1392432,0,0,0,0.00018501462,Low
274469,1392433,0,0,0,0.0020578993,Low
274470,1392436,0,0,0,0.0013454548,Low
274471,1392439,0,0,0,0.003188378,Low
274472,1392441,0,0,0,0.0008477192,Low
274473,1392442,0,0,0,0.0013598935,Low
274474,1392443,0,0,0,0.00034642,Low
274475,1392445,0,0,0,0.00033802888,Low
274476,1392446,0,0,0,0.005645575,Low
274477,1392448,0,0,0,0.0030170442,Low
274478,1392451,0,0,0,0.00018873428,Low
274479,1392452,0,0,0,0.00016913185,Low
274480,1392453,0,0,0,0.00017284164,Low
274481,1392454,0,0,0,0.0025604519,Low
274482,1392456,0,0,0,0.00019765261,Low
274483,1392457,0,0,0,0.0026090716,Low
274484,1392458,0,0,0,0.00027820622,Low
274485,1392461,0,0,0,0.00022366701,Low
274486,1392463,0,0,0,0.0059068394,Low
274487,1392464,0,0,0,0.00033031707,Low
274488,1392465,0,0,0,0.0003467883,Low
274489,1392466,0,0,0,0.0022438713,Low
274490,1392469,0,0,0,0.00035124383,Low
274491,1392472,0,0,0,0.0019090571,Low
274492,1392473,0,0,0,0.00032662973,Low
274493,1392474,0,0,0,0.0005982621,Low
274494,1392476,0,0,0,0.0032283603,Low
274495,1392480,0,0,0,0.00144424,Low
274496,1392484,0,0,0,0.00031249455,Low
274497,1392489,0,0,0,0.00023122873,Low
274498,1392490,0,0,0,0.0003914717,Low
274499,1392491,0,0,0,0.0007039463,Low
274500,1392492,0,0,0,0.00085837947,Low
274501,1392493,0,0,0,0.0009254629,Low
274502,1392497,0,0,0,0.0016112461,Low
274503,1392504,0,0,0,0.00035990935,Low
274504,1392505,0,0,0,0.00077768165,Low
274505,1392507,0,0,0,0.0006959308,Low
274506,1392508,0,0,0,0.0065474976,Low
274507,1392514,0,0,0,0.0013942258,Low
274508,1392516,0,0,0,0.00041177997,Low
274509,1392517,0,0,0,0.00041379625,Low
274510,1392521,0,0,0,0.0016625212,Low
274511,1392526,0,0,0,0.0019883788,Low
274512,1392527,0,0,0,0.00077994703,Low
274513,1392533,0,0,0,0.00013026004,Low
274514,1392535,0,0,0,0.38019323,Low
274515,1392538,0,0,0,0.0002779965,Low
274516,1392550,0,0,0,8.480012e-05,Low
274517,1392551,0,0,0,0.00055094523,Low
274518,1392552,0,0,0,5.6089248e-05,Low
274519,1392556,0,0,0,5.6089248e-05,Low
274520,1392557,0,0,0,0.00017435604,Low
274521,1392560,0,0,0,0.00040746416,Low
274522,1392561,0,0,0,0.0003846331,Low
274523,1392562,0,0,0,0.010426305,Low
274524,1392563,0,0,0,0.00054212473,Low
274525,1392565,0,0,0,0.00065205543,Low
274526,1392570,0,0,0,0.0019791385,Low
274527,1392576,0,0,0,0.00021559495,Low
274528,1392579,0,0,0,0.0034558645,Low
274529,1392580,0,0,0,0.001342599,Low
274530,1392581,0,0,0,0.00035528126,Low
274531,1392582,0,0,0,0.0005536906,Low
274532,1392584,0,0,0,0.0024248231,Low
274533,1392586,0,0,0,0.00035625006,Low
274534,1392590,0,0,0,0.00078936305,Low
274535,1392591,0,0,0,0.00026713367,Low
274536,1392593,0,0,0,0.0018661736,Low
274537,1392594,0,0,0,0.0024389094,Low
274538,1392596,0,0,0,0.00043142666,Low
274539,1392597,0,0,0,0.0011330163,Low
274540,1392602,0,0,0,0.0023111843,Low
274541,1392605,0,0,0,0.00021017506,Low
274542,1392607,0,0,0,0.0032623783,Low
274543,1392609,0,0,0,0.0016942589,Low
274544,1392610,0,0,0,0.0025075579,Low
274545,1392611,0,0,0,0.00011267794,Low
274546,1392615,0,0,0,0.00024536948,Low
274547,1392616,0,0,0,0.000109348824,Low
274548,1392617,0,0,0,0.0001725283,Low
274549,1392620,0,0,0,0.0024012031,Low
274550,1392622,0,0,0,0.00036089958,Low
274551,1392624,0,0,0,0.00018271976,Low
274552,1392625,0,0,0,0.0003566349,Low
274553,1392627,0,0,0,0.0051800516,Low
274554,1392630,0,0,0,0.0022154746,Low
274555,1392631,0,0,0,7.5997035e-05,Low
274556,1392632,0,0,0,0.0034532773,Low
274557,1392633,0,0,0,0.003660968,Low
274558,1392636,0,0,0,0.0008218032,Low
274559,1392637,0,0,0,0.000764696,Low
274560,1392638,0,0,0,0.00043728144,Low
274561,1392640,0,0,0,0.0020935414,Low
274562,1392642,0,0,0,0.8960976,Top
274563,1392643,0,0,0,0.00023215964,Low
274564,1392645,0,0,0,0.00024789613,Low
274565,1392646,0,0,0,0.00034658867,Low
274566,1392647,0,0,0,0.00044737555,Low
274567,1392649,0,0,0,0.0041218107,Low
274568,1392654,0,0,0,0.0002265512,Low
274569,1392655,0,0,0,0.00053357077,Low
274570,1392656,0,0,0,9.4286945e-05,Low
274571,1392658,0,0,0,0.0008924374,Low
274572,1392659,0,0,0,0.00015730211,Low
274573,1392661,0,0,0,0.00031570045,Low
274574,1392662,0,0,0,0.00018624033,Low
274575,1392664,0,0,0,0.0015682844,Low
274576,1392665,0,0,0,0.00022873774,Low
274577,1392666,0,0,0,0.0001592523,Low
274578,1392668,0,0,0,0.0015334454,Low
274579,1392669,0,0,0,0.00026340928,Low
274580,1392670,0,0,0,0.00022141785,Low
274581,1392671,0,0,0,0.000557761,Low
274582,1392672,0,0,0,0.00018242643,Low
274583,1392673,0,0,0,0.002124294,Low
274584,1392675,0,0,0,0.0017962389,Low
274585,1392677,0,0,0,0.00034504145,Low
274586,1392679,0,0,0,0.0034919889,Low
274587,1392681,0,0,0,9.6995274e-05,Low
274588,1392682,0,0,0,0.0018770635,Low
274589,1392684,0,0,0,0.00036345355,Low
274590,1392685,0,0,0,0.0014713731,Low
274591,1392686,0,0,0,0.00032164992,Low
274592,1392689,0,0,0,0.0004421835,Low
274593,1392690,0,0,0,0.0036170685,Low
274594,1392694,0,0,0,0.0013066585,Low
274595,1392699,0,0,0,0.0004230977,Low
274596,1392704,0,0,0,0.00023004676,Low
274597,1392707,0,0,0,0.00033940724,Low
274598,1392709,0,0,0,6.296535e-05,Low
274599,1392710,0,0,0,0.0003377728,Low
274600,1392711,0,0,0,0.00014010006,Low
274601,1392714,0,0,0,0.0011063473,Low
274602,1392717,0,0,0,0.0007067126,Low
274603,1392718,0,0,0,0.0004583874,Low
274604,1392719,0,0,0,0.0020650544,Low
274605,1392720,0,0,0,0.0005569705,Low
274606,1392724,0,0,0,0.00056685676,Low
274607,1392727,0,0,0,0.0013194939,Low
274608,1392731,0,0,0,0.0011407031,Low
274609,1392732,0,0,0,5.4875665e-05,Low
274610,1392736,0,0,0,0.00029629222,Low
274611,1392737,0,0,0,0.00017727121,Low
274612,1392738,0,0,0,0.001137417,Low
274613,1392739,0,0,0,0.0013070643,Low
274614,1392740,0,0,0,0.00035934706,Low
274615,1392742,0,0,0,0.00030753308,Low
274616,1392743,0,0,0,0.00032595094,Low
274617,1392744,0,0,0,0.0006686631,Low
274618,1392745,0,0,0,0.0012529597,Low
274619,1392747,0,0,0,0.00058806373,Low
274620,1392748,0,0,0,0.00015691652,Low
274621,1392750,0,0,0,0.00016215864,Low
274622,1392751,0,0,0,0.0038443678,Low
274623,1392752,0,0,0,0.00035057843,Low
274624,1392757,0,0,0,0.0008432262,Low
274625,1392758,0,0,0,0.0017170878,Low
274626,1392763,0,0,0,0.0017210599,Low
274627,1392764,0,0,0,0.002455295,Low
274628,1392765,0,0,0,0.0027722518,Low
274629,1392766,0,0,0,0.0030599413,Low
274630,1392768,0,0,0,0.000344387,Low
274631,1392770,0,0,0,0.00017623053,Low
274632,1392771,0,0,0,0.001223052,Low
274633,1392772,0,0,0,0.00441777,Low
274634,1392775,0,0,0,0.0036679232,Low
274635,1392776,0,0,0,0.0018896961,Low
274636,1392778,0,0,0,0.0006506131,Low
274637,1392780,0,0,0,0.00012759556,Low
274638,1392781,0,0,0,0.0002078385,Low
274639,1392782,0,0,0,0.00039286542,Low
274640,1392783,0,0,0,0.00023567652,Low
274641,1392786,0,0,0,0.00035632736,Low
274642,1392787,0,0,0,0.0019212783,Low
274643,1392788,0,0,0,0.00025872645,Low
274644,1392790,0,0,0,0.0001861221,Low
274645,1392791,0,0,0,0.0014111116,Low
274646,1392792,0,0,0,0.00031608593,Low
274647,1392797,0,0,0,0.00034753294,Low
274648,1392798,0,0,0,0.00092935347,Low
274649,1392799,0,0,0,0.0027822568,Low
274650,1392802,0,0,0,0.00018813615,Low
274651,1392804,0,0,0,0.00034211774,Low
274652,1392807,0,0,0,0.0074452786,Low
274653,1392809,0,0,0,0.0017522933,Low
274654,1392815,0,0,0,0.0017113634,Low
274655,1392816,0,0,0,0.0015867559,Low
274656,1392819,0,0,0,0.00021272765,Low
274657,1392822,0,0,0,0.00047017544,Low
274658,1392823,0,0,0,0.00061865087,Low
274659,1392824,0,0,0,0.000121337034,Low
274660,1392825,0,0,0,0.0020360209,Low
274661,1392826,0,0,0,0.0011042404,Low
274662,1392827,0,0,0,0.0020808675,Low
274663,1392828,0,0,0,0.0025890355,Low
274664,1392830,0,0,0,9.020226e-05,Low
274665,1392831,0,0,0,0.000414007,Low
274666,1392832,0,0,0,0.042541202,Low
274667,1392833,0,0,0,0.0015710471,Low
274668,1392836,0,0,0,0.0019043357,Low
274669,1392837,0,0,0,0.00018779079,Low
274670,1392838,0,0,0,0.0064598075,Low
274671,1392839,0,0,0,0.0005862874,Low
274672,1392840,0,0,0,0.00034643125,Low
274673,1392845,0,0,0,0.0020402875,Low
274674,1392847,0,0,0,0.0023565488,Low
274675,1392848,0,0,0,0.00017509058,Low
274676,1392849,0,0,0,0.0039998908,Low
274677,1392850,0,0,0,0.0017492407,Low
274678,1392851,0,0,0,0.00058821536,Low
274679,1392852,0,0,0,0.00023459704,Low
274680,1392853,0,0,0,0.0015076668,Low
274681,1392854,0,0,0,0.00106298,Low
274682,1392857,0,0,0,7.633113e-05,Low
274683,1392858,0,0,0,8.204566e-05,Low
274684,1392859,0,0,0,0.00013859212,Low
274685,1392864,0,0,0,0.00021383085,Low
274686,1392865,0,0,0,0.00061435456,Low
274687,1392868,0,0,0,0.0011458757,Low
274688,1392869,0,0,0,0.00022671974,Low
274689,1392872,0,0,0,0.0007973326,Low
274690,1392874,0,0,0,0.0012951436,Low
274691,1392876,0,0,0,0.0007544948,Low
274692,1392877,0,0,0,3.590945e-05,Low
274693,1392879,0,0,0,0.0008649411,Low
274694,1392884,0,0,0,0.00016634748,Low
274695,1392890,0,0,0,0.0019125812,Low
274696,1392891,0,0,0,0.00252854,Low
274697,1392896,0,0,0,0.0006764257,Low
274698,1392903,0,0,0,0.00037072148,Low
274699,1392907,0,0,0,0.0010081202,Low
274700,1392910,0,0,0,0.00031681362,Low
274701,1392916,0,0,0,0.00065897685,Low
274702,1392917,0,0,0,0.00037347735,Low
274703,1392919,0,0,0,0.029917054,Low
274704,1392921,0,0,0,0.003053504,Low
274705,1392926,0,0,0,0.0014025003,Low
274706,1392928,0,0,0,0.0038634462,Low
274707,1392930,0,0,0,0.00020929935,Low
274708,1392934,0,0,0,0.00056050316,Low
274709,1392935,0,0,0,0.00077467976,Low
274710,1392936,0,0,0,0.0011600986,Low
274711,1392942,0,0,0,5.113925e-05,Low
274712,1392943,0,0,0,4.928803e-05,Low
274713,1392944,0,0,0,0.0004942764,Low
274714,1392945,0,0,0,0.00073589676,Low
274715,1392946,0,0,0,0.00068569556,Low
274716,1392951,0,0,0,0.0011353949,Low
274717,1392952,0,0,0,0.0010569043,Low
274718,1392955,0,0,0,0.0014592097,Low
274719,1392957,0,0,0,0.0007443428,Low
274720,1392959,0,0,0,6.358322e-05,Low
274721,1392960,0,0,0,0.0007802641,Low
274722,1392962,0,0,0,0.00052747916,Low
274723,1392974,0,0,0,0.00024085728,Low
274724,1392980,0,0,0,0.00038399236,Low
274725,1392982,0,0,0,0.00049241417,Low
274726,1392983,0,0,0,0.00031270107,Low
274727,1392984,0,0,0,0.0003008139,Low
274728,1392985,0,0,0,0.0003764873,Low
274729,1392986,0,0,0,0.00022443627,Low
274730,1392988,0,0,0,0.004011783,Low
274731,1392989,0,0,0,0.0013032723,Low
274732,1392990,0,0,0,0.00020634376,Low
274733,1392993,0,0,0,0.0015034168,Low
274734,1392994,0,0,0,0.0003576371,Low
274735,1392995,0,0,0,0.0003353332,Low
274736,1393000,0,0,0,0.001166238,Low
274737,1393001,0,0,0,0.0005718207,Low
274738,1393002,0,0,0,0.0018508954,Low
274739,1393005,0,0,0,0.0015332475,Low
274740,1393007,0,0,0,0.00058722665,Low
274741,1393009,0,0,0,0.00030301328,Low
274742,1393011,0,0,0,0.0011497485,Low
274743,1393012,0,0,0,0.00020563042,Low
274744,1393013,0,0,0,0.0006053899,Low
274745,1393014,0,0,0,0.00021465572,Low
274746,1393016,0,0,0,0.0022594493,Low
274747,1393017,0,0,0,0.0018381124,Low
274748,1393018,0,0,0,0.0021850597,Low
274749,1393019,0,0,0,0.0028535326,Low
274750,1393021,0,0,0,0.0029003888,Low
274751,1393023,0,0,0,0.0002945168,Low
274752,1393024,0,0,0,0.00041234933,Low
274753,1393028,0,0,0,0.00024353033,Low
274754,1393032,0,0,0,0.00057865237,Low
274755,1393034,0,0,0,0.87099713,Top
274756,1393035,0,0,0,0.00013136194,Low
274757,1393036,0,0,0,0.0015783365,Low
274758,1393038,0,0,0,0.00012798292,Low
274759,1393039,0,0,0,0.0008705291,Low
274760,1393043,0,0,0,0.0011314998,Low
274761,1393048,0,0,0,0.00034970886,Low
274762,1393049,0,0,0,0.00012597807,Low
274763,1393052,0,0,0,0.0015604597,Low
274764,1393053,0,0,0,0.0034139322,Low
274765,1393054,0,0,0,0.0004050551,Low
274766,1393057,0,0,0,0.0002824097,Low
274767,1393058,0,0,0,0.00019850874,Low
274768,1393060,0,0,0,0.00019203569,Low
274769,1393061,0,0,0,0.0026994117,Low
274770,1393064,0,0,0,0.0002548946,Low
274771,1393068,0,0,0,0.0023635535,Low
274772,1393069,0,0,0,0.00062279415,Low
274773,1393070,0,0,0,0.0016311489,Low
274774,1393072,0,0,0,0.0013351458,Low
274775,1393073,0,0,0,0.00021316012,Low
274776,1393074,0,0,0,0.0009872998,Low
274777,1393076,0,0,0,0.00023066567,Low
274778,1393077,0,0,0,0.0018630683,Low
274779,1393079,0,0,0,0.00078049017,Low
274780,1393081,0,0,0,0.0018481471,Low
274781,1393082,0,0,0,0.00025691235,Low
274782,1393083,0,0,0,0.00051494996,Low
274783,1393085,0,0,0,0.00397548,Low
274784,1393089,0,0,0,0.00028541015,Low
274785,1393090,0,0,0,0.00017508355,Low
274786,1393091,0,0,0,0.0021520723,Low
274787,1393092,0,0,0,0.0032993162,Low
274788,1393094,0,0,0,0.00028652282,Low
274789,1393095,0,0,0,0.0018945427,Low
274790,1393098,0,0,0,0.0016487091,Low
274791,1393099,0,0,0,0.0011570763,Low
274792,1393102,0,0,0,0.00047906657,Low
274793,1393104,0,0,0,0.00013563753,Low
274794,1393105,0,0,0,0.0045087463,Low
274795,1393107,0,0,0,0.00015332099,Low
274796,1393108,0,0,0,0.0013390305,Low
274797,1393109,0,0,0,0.0021928395,Low
274798,1393111,0,0,0,0.00017549757,Low
274799,1393113,0,0,0,9.379677e-05,Low
274800,1393114,0,0,0,0.0002397968,Low
274801,1393116,0,0,0,0.0015264963,Low
274802,1393121,0,0,0,0.00017508355,Low
274803,1393129,0,0,0,0.0001636904,Low
274804,1393130,0,0,0,0.0007736949,Low
274805,1393132,0,0,0,0.00024443128,Low
274806,1393135,0,0,0,5.5001667e-05,Low
274807,1393138,0,0,0,0.00019871212,Low
274808,1393139,0,0,0,0.0002744811,Low
274809,1393142,0,0,0,0.0004809909,Low
274810,1393145,0,0,0,0.00046892534,Low
274811,1393147,0,0,0,0.00019329369,Low
274812,1393148,0,0,0,0.00016953147,Low
274813,1393151,0,0,0,0.00015636046,Low
274814,1393152,0,0,0,0.00024243153,Low
274815,1393153,0,0,0,0.0003428977,Low
274816,1393155,0,0,0,0.00017783312,Low
274817,1393157,0,0,0,0.0003432864,Low
274818,1393159,0,0,0,0.0007960644,Low
274819,1393161,0,0,0,0.0009210474,Low
274820,1393167,0,0,0,0.0009454465,Low
274821,1393170,0,0,0,0.0005929863,Low
274822,1393172,0,0,0,0.00032461344,Low
274823,1393175,0,0,0,0.0007048989,Low
274824,1393178,0,0,0,0.00078757136,Low
274825,1393181,0,0,0,0.00092607416,Low
274826,1393183,0,0,0,0.0009939474,Low
274827,1393184,0,0,0,0.0005227415,Low
274828,1393186,0,0,0,0.0013146776,Low
274829,1393187,0,0,0,0.00046905052,Low
274830,1393190,0,0,0,0.00077452185,Low
274831,1393192,0,0,0,0.00040851271,Low
274832,1393193,0,0,0,0.00024787322,Low
274833,1393196,0,0,0,0.00022465723,Low
274834,1393200,0,0,0,4.6049423e-05,Low
274835,1393209,0,0,0,0.00033197133,Low
274836,1393211,0,0,0,0.00081469805,Low
274837,1393212,0,0,0,0.00014293662,Low
274838,1393213,0,0,0,0.0008056467,Low
274839,1393216,0,0,0,0.0008793251,Low
274840,1393217,0,0,0,0.00089457043,Low
274841,1393220,0,0,0,0.000254012,Low
274842,1393221,0,0,0,0.00021555362,Low
274843,1393226,0,0,0,0.0003202064,Low
274844,1393230,0,0,0,8.988164e-05,Low
274845,1393231,0,0,0,0.00012824863,Low
274846,1393232,0,0,0,8.988164e-05,Low
274847,1393234,0,0,0,0.0058755013,Low
274848,1393235,0,0,0,0.000972967,Low
274849,1393240,0,0,0,0.0006256734,Low
274850,1393241,0,0,0,0.0006384471,Low
274851,1393243,0,0,0,0.0005918387,Low
274852,1393245,0,0,0,0.0011899032,Low
274853,1393250,0,0,0,0.00050360407,Low
274854,1393251,0,0,0,0.00034592862,Low
274855,1393252,0,0,0,0.00084933994,Low
274856,1393253,0,0,0,0.00014690343,Low
274857,1393255,0,0,0,0.0003091151,Low
274858,1393257,0,0,0,0.00021816966,Low
274859,1393261,0,0,0,0.00014487965,Low
274860,1393264,0,0,0,0.00046322265,Low
274861,1393265,0,0,0,0.0020917521,Low
274862,1393270,0,0,0,0.0034045354,Low
274863,1393271,0,0,0,0.002252893,Low
274864,1393276,0,0,0,0.0009195804,Low
274865,1393277,0,0,0,0.0021867997,Low
274866,1393278,0,0,0,0.0018504489,Low
274867,1393282,0,0,0,0.002046431,Low
274868,1393288,0,0,0,0.0051975497,Low
274869,1393289,0,0,0,0.00016406058,Low
274870,1393290,0,0,0,0.00350127,Low
274871,1393292,0,0,0,0.010288384,Low
274872,1393293,0,0,0,0.00038758994,Low
274873,1393294,0,0,0,0.002583471,Low
274874,1393297,0,0,0,0.00024144033,Low
274875,1393298,0,0,0,0.0040398655,Low
274876,1393299,0,0,0,0.001471294,Low
274877,1393301,0,0,0,0.0016943113,Low
274878,1393303,0,0,0,0.0020788468,Low
274879,1393306,0,0,0,0.0024887885,Low
274880,1393307,0,0,0,0.0003835462,Low
274881,1393309,0,0,0,0.0024580704,Low
274882,1393310,0,0,0,0.0020189197,Low
274883,1393316,0,0,0,0.0012076084,Low
274884,1393318,0,0,0,0.00021168443,Low
274885,1393320,0,0,0,0.00027735054,Low
274886,1393322,0,0,0,0.00012132582,Low
274887,1393323,0,0,0,0.0016891813,Low
274888,1393324,0,0,0,0.00031691394,Low
274889,1393325,0,0,0,0.00018169369,Low
274890,1393326,0,0,0,0.00219457,Low
274891,1393332,0,0,0,0.0043583126,Low
274892,1393336,0,0,0,0.0001196036,Low
274893,1393347,0,0,0,0.0016272182,Low
274894,1393352,0,0,0,0.00032884782,Low
274895,1393353,0,0,0,0.00065941596,Low
274896,1393355,0,0,0,0.0012451296,Low
274897,1393356,0,0,0,0.00038171545,Low
274898,1393359,0,0,0,0.0002775333,Low
274899,1393363,0,0,0,0.0003357375,Low
274900,1393369,0,0,0,0.00017906449,Low
274901,1393373,0,0,0,0.0008058072,Low
274902,1393375,0,0,0,0.0005518337,Low
274903,1393377,0,0,0,0.00023050299,Low
274904,1393382,0,0,0,0.00029132728,Low
274905,1393384,0,0,0,0.035564307,Low
274906,1393386,0,0,0,0.00017628212,Low
274907,1393387,0,0,0,0.0009974317,Low
274908,1393388,0,0,0,0.00035194386,Low
274909,1393389,0,0,0,0.00018508504,Low
274910,1393390,0,0,0,0.00056670984,Low
274911,1393391,0,0,0,0.0008712034,Low
274912,1393392,0,0,0,0.0008997846,Low
274913,1393395,0,0,0,0.0004973282,Low
274914,1393397,0,0,0,0.0013290497,Low
274915,1393398,0,0,0,3.932754e-05,Low
274916,1393399,0,0,0,6.079669e-05,Low
274917,1393400,0,0,0,4.090936e-05,Low
274918,1393402,0,0,0,0.0010154543,Low
274919,1393403,0,0,0,0.0005689681,Low
274920,1393407,0,0,0,0.00018570216,Low
274921,1393410,0,0,0,0.00045069327,Low
274922,1393413,0,0,0,0.0017435802,Low
274923,1393415,0,0,0,0.0008776417,Low
274924,1393418,0,0,0,0.00039757017,Low
274925,1393422,0,0,0,0.00078076654,Low
274926,1393426,0,0,0,0.00096969696,Low
274927,1393429,0,0,0,8.335737e-05,Low
274928,1393433,0,0,0,0.00082267396,Low
274929,1393434,0,0,0,0.0003904021,Low
274930,1393437,0,0,0,0.0011528824,Low
274931,1393439,0,0,0,0.00114683,Low
274932,1393443,0,0,0,0.0006008882,Low
274933,1393444,0,0,0,0.0011515329,Low
274934,1393445,0,0,0,0.00025453494,Low
274935,1393446,0,0,0,0.00030406896,Low
274936,1393447,0,0,0,0.00088430167,Low
274937,1393448,0,0,0,0.0006789588,Low
274938,1393450,0,0,0,0.0009854025,Low
274939,1393451,0,0,0,0.0005403231,Low
274940,1393454,0,0,0,0.0006006695,Low
274941,1393457,0,0,0,0.00059324544,Low
274942,1393458,0,0,0,0.00014604058,Low
274943,1393459,0,0,0,0.000244772,Low
274944,1393460,0,0,0,0.00026865953,Low
274945,1393469,0,0,0,0.0012331107,Low
274946,1393476,0,0,0,0.00081753667,Low
274947,1393477,0,0,0,0.00025134443,Low
274948,1393484,0,0,0,0.001317188,Low
274949,1393485,0,0,0,0.0005751114,Low
274950,1393486,0,0,0,0.0013159805,Low
274951,1393489,0,0,0,0.00016158832,Low
274952,1393492,0,0,0,0.0001620846,Low
274953,1393494,0,0,0,0.001418129,Low
274954,1393503,0,0,0,0.0042430093,Low
274955,1393510,0,0,0,0.0002667832,Low
274956,1393512,0,0,0,0.0036434692,Low
274957,1393514,0,0,0,0.0009750982,Low
274958,1393516,0,0,0,0.002743854,Low
274959,1393518,0,0,0,0.0022640699,Low
274960,1393519,0,0,0,0.0026925297,Low
274961,1393521,0,0,0,0.0023510777,Low
274962,1393525,0,0,0,0.0025435635,Low
274963,1393526,0,0,0,0.0028692929,Low
