pk_cid,cluster,cluster_name
1001632,4,Alto Valor Principal
1001633,8,Emergentes Premium
1001635,4,Alto Valor Principal
1001636,3,Profesionales Dormidos
1001637,7,Valor Medio-Alto
1001638,3,Profesionales Dormidos
1001639,8,Emergentes Premium
1001640,4,Alto Valor Principal
1001641,3,Profesionales Dormidos
1001642,1,Universitarios Estándar
1001644,4,Alto Valor Principal
1001646,3,Profesionales Dormidos
1001647,3,Profesionales Dormidos
1001648,7,Valor Medio-Alto
1001649,4,Alto Valor Principal
1001650,7,Valor Medio-Alto
1001651,7,Valor Medio-Alto
1001652,4,Alto Valor Principal
1001656,3,Profesionales Dormidos
1001657,6,Alto Potencial Virgen
1001658,3,Profesionales Dormidos
1001659,5,Jóvenes Activos Básicos
1001660,4,Alto Valor Principal
1001664,3,Profesionales Dormidos
1001665,4,Alto Valor Principal
1001666,3,Profesionales Dormidos
1001667,4,Alto Valor Principal
1001668,4,Alto Valor Principal
100167,4,Alto Valor Principal
1001671,4,Alto Valor Principal
1001672,3,Profesionales Dormidos
1001674,4,Alto Valor Principal
1001676,4,Alto Valor Principal
1001677,4,Alto Valor Principal
1001678,4,Alto Valor Principal
1001679,4,Alto Valor Principal
1001680,7,Valor Medio-Alto
1001681,3,Profesionales Dormidos
1001682,7,Valor Medio-Alto
1001683,4,Alto Valor Principal
1001685,4,Alto Valor Principal
1001686,4,Alto Valor Principal
1001688,8,Emergentes Premium
1001689,4,Alto Valor Principal
1001690,3,Profesionales Dormidos
1001691,4,Alto Valor Principal
1001692,3,Profesionales Dormidos
1001693,7,Valor Medio-Alto
1001695,3,Profesionales Dormidos
1001696,3,Profesionales Dormidos
1001697,7,Valor Medio-Alto
1001698,7,Valor Medio-Alto
1001700,4,Alto Valor Principal
1001702,4,Alto Valor Principal
1001703,7,Valor Medio-Alto
1001704,4,Alto Valor Principal
1001706,7,Valor Medio-Alto
1001707,3,Profesionales Dormidos
1001708,3,Profesionales Dormidos
1001709,6,Alto Potencial Virgen
1001710,5,Jóvenes Activos Básicos
1001711,2,Inactivos Totales
1001712,4,Alto Valor Principal
1001713,7,Valor Medio-Alto
1001714,7,Valor Medio-Alto
1001715,4,Alto Valor Principal
1001716,4,Alto Valor Principal
1001719,3,Profesionales Dormidos
1001721,7,Valor Medio-Alto
1001722,3,Profesionales Dormidos
1001723,3,Profesionales Dormidos
1001724,3,Profesionales Dormidos
1001725,3,Profesionales Dormidos
1001726,7,Valor Medio-Alto
1001735,3,Profesionales Dormidos
1001736,3,Profesionales Dormidos
1001738,4,Alto Valor Principal
1001740,7,Valor Medio-Alto
1001742,4,Alto Valor Principal
1001744,3,Profesionales Dormidos
1001749,4,Alto Valor Principal
1001750,4,Alto Valor Principal
1001751,4,Alto Valor Principal
1001752,3,Profesionales Dormidos
1001753,4,Alto Valor Principal
1001755,8,Emergentes Premium
1001759,8,Emergentes Premium
1001760,2,Inactivos Totales
1001761,2,Inactivos Totales
1001763,7,Valor Medio-Alto
1001767,3,Profesionales Dormidos
1001769,2,Inactivos Totales
1001770,7,Valor Medio-Alto
1001774,2,Inactivos Totales
1001775,2,Inactivos Totales
1001776,7,Valor Medio-Alto
1001777,7,Valor Medio-Alto
1001780,8,Emergentes Premium
1001781,3,Profesionales Dormidos
1001782,3,Profesionales Dormidos
1001785,8,Emergentes Premium
1001786,2,Inactivos Totales
1001787,6,Alto Potencial Virgen
1001788,3,Profesionales Dormidos
1001790,4,Alto Valor Principal
1001792,3,Profesionales Dormidos
1001795,3,Profesionales Dormidos
1001796,8,Emergentes Premium
1001797,4,Alto Valor Principal
1001798,4,Alto Valor Principal
1001799,3,Profesionales Dormidos
1001802,3,Profesionales Dormidos
1001804,4,Alto Valor Principal
1001805,8,Emergentes Premium
1001807,3,Profesionales Dormidos
1001808,4,Alto Valor Principal
1001812,7,Valor Medio-Alto
1001816,7,Valor Medio-Alto
1001822,7,Valor Medio-Alto
1001825,3,Profesionales Dormidos
1001828,8,Emergentes Premium
1001829,4,Alto Valor Principal
1001830,3,Profesionales Dormidos
1001831,8,Emergentes Premium
1001833,3,Profesionales Dormidos
1001835,3,Profesionales Dormidos
1001836,3,Profesionales Dormidos
1001841,7,Valor Medio-Alto
1001844,3,Profesionales Dormidos
1001845,5,Jóvenes Activos Básicos
1001847,3,Profesionales Dormidos
1001848,7,Valor Medio-Alto
1001849,3,Profesionales Dormidos
1001850,7,Valor Medio-Alto
1001851,7,Valor Medio-Alto
1001853,7,Valor Medio-Alto
1001854,2,Inactivos Totales
1001856,4,Alto Valor Principal
1001858,3,Profesionales Dormidos
1001860,7,Valor Medio-Alto
1001861,3,Profesionales Dormidos
1001862,8,Emergentes Premium
1001863,4,Alto Valor Principal
1001864,4,Alto Valor Principal
1001865,4,Alto Valor Principal
1001867,4,Alto Valor Principal
1001868,3,Profesionales Dormidos
1001869,7,Valor Medio-Alto
1001870,7,Valor Medio-Alto
1001871,7,Valor Medio-Alto
1001872,3,Profesionales Dormidos
1001874,3,Profesionales Dormidos
1001875,4,Alto Valor Principal
1001876,3,Profesionales Dormidos
1001877,3,Profesionales Dormidos
1001878,7,Valor Medio-Alto
1001879,3,Profesionales Dormidos
1001881,6,Alto Potencial Virgen
1001883,4,Alto Valor Principal
1001885,4,Alto Valor Principal
1001887,4,Alto Valor Principal
1001890,7,Valor Medio-Alto
1001891,3,Profesionales Dormidos
1001892,4,Alto Valor Principal
1001893,7,Valor Medio-Alto
1001894,7,Valor Medio-Alto
1001895,4,Alto Valor Principal
1001896,3,Profesionales Dormidos
1001898,3,Profesionales Dormidos
1001899,4,Alto Valor Principal
1001900,7,Valor Medio-Alto
1001901,7,Valor Medio-Alto
1001902,4,Alto Valor Principal
1001904,3,Profesionales Dormidos
1001908,8,Emergentes Premium
1001910,3,Profesionales Dormidos
1001915,3,Profesionales Dormidos
1001917,4,Alto Valor Principal
1001918,3,Profesionales Dormidos
1001920,3,Profesionales Dormidos
1001921,4,Alto Valor Principal
1001924,4,Alto Valor Principal
1001925,4,Alto Valor Principal
1001928,3,Profesionales Dormidos
1001932,4,Alto Valor Principal
1001935,4,Alto Valor Principal
1001936,4,Alto Valor Principal
1001937,8,Emergentes Premium
1001938,4,Alto Valor Principal
1001939,3,Profesionales Dormidos
1001940,3,Profesionales Dormidos
1001942,4,Alto Valor Principal
1001943,4,Alto Valor Principal
1001944,7,Valor Medio-Alto
1001945,7,Valor Medio-Alto
1001946,7,Valor Medio-Alto
1001947,3,Profesionales Dormidos
1001948,3,Profesionales Dormidos
1001949,7,Valor Medio-Alto
1001951,3,Profesionales Dormidos
1001952,7,Valor Medio-Alto
1001953,3,Profesionales Dormidos
1001954,3,Profesionales Dormidos
1001955,4,Alto Valor Principal
1001957,7,Valor Medio-Alto
1001958,4,Alto Valor Principal
1001960,7,Valor Medio-Alto
1001961,3,Profesionales Dormidos
1001963,3,Profesionales Dormidos
1001964,4,Alto Valor Principal
1001965,4,Alto Valor Principal
1001966,3,Profesionales Dormidos
1001967,3,Profesionales Dormidos
1001968,3,Profesionales Dormidos
1001970,7,Valor Medio-Alto
1001971,3,Profesionales Dormidos
1001972,3,Profesionales Dormidos
1001973,3,Profesionales Dormidos
1001974,7,Valor Medio-Alto
1001975,7,Valor Medio-Alto
1001976,3,Profesionales Dormidos
1001977,7,Valor Medio-Alto
1001978,3,Profesionales Dormidos
1001979,3,Profesionales Dormidos
1001980,3,Profesionales Dormidos
1001981,3,Profesionales Dormidos
1001982,3,Profesionales Dormidos
1001984,7,Valor Medio-Alto
1001985,7,Valor Medio-Alto
1001986,4,Alto Valor Principal
1001987,3,Profesionales Dormidos
1001988,7,Valor Medio-Alto
1001989,7,Valor Medio-Alto
1001992,3,Profesionales Dormidos
1001994,3,Profesionales Dormidos
1001995,7,Valor Medio-Alto
1001996,3,Profesionales Dormidos
1001997,3,Profesionales Dormidos
1001999,4,Alto Valor Principal
1002000,3,Profesionales Dormidos
1002001,8,Emergentes Premium
1002002,3,Profesionales Dormidos
1002005,2,Inactivos Totales
1002008,8,Emergentes Premium
1002011,4,Alto Valor Principal
1002012,8,Emergentes Premium
1002013,7,Valor Medio-Alto
1002014,5,Jóvenes Activos Básicos
1002016,5,Jóvenes Activos Básicos
1002017,5,Jóvenes Activos Básicos
1002020,7,Valor Medio-Alto
1002023,5,Jóvenes Activos Básicos
1002025,5,Jóvenes Activos Básicos
1002026,5,Jóvenes Activos Básicos
1002028,5,Jóvenes Activos Básicos
1002029,2,Inactivos Totales
1002030,3,Profesionales Dormidos
1002032,4,Alto Valor Principal
1002034,3,Profesionales Dormidos
1002035,4,Alto Valor Principal
1002037,7,Valor Medio-Alto
1002038,7,Valor Medio-Alto
1002039,8,Emergentes Premium
1002040,3,Profesionales Dormidos
1002043,7,Valor Medio-Alto
1002046,4,Alto Valor Principal
1002048,7,Valor Medio-Alto
1002049,7,Valor Medio-Alto
1002050,8,Emergentes Premium
1002051,2,Inactivos Totales
1002052,6,Alto Potencial Virgen
1002053,7,Valor Medio-Alto
1002055,4,Alto Valor Principal
1002057,7,Valor Medio-Alto
1002059,3,Profesionales Dormidos
1002060,7,Valor Medio-Alto
1002061,4,Alto Valor Principal
1002062,3,Profesionales Dormidos
1002063,3,Profesionales Dormidos
1002064,4,Alto Valor Principal
1002067,4,Alto Valor Principal
1002071,4,Alto Valor Principal
1002072,3,Profesionales Dormidos
1002073,7,Valor Medio-Alto
1002075,4,Alto Valor Principal
1002078,4,Alto Valor Principal
1002080,3,Profesionales Dormidos
1002081,3,Profesionales Dormidos
1002083,4,Alto Valor Principal
1002088,3,Profesionales Dormidos
1002089,7,Valor Medio-Alto
1002091,3,Profesionales Dormidos
1002092,7,Valor Medio-Alto
1002093,7,Valor Medio-Alto
1002094,1,Universitarios Estándar
1002095,3,Profesionales Dormidos
1002096,7,Valor Medio-Alto
1002097,7,Valor Medio-Alto
1002099,1,Universitarios Estándar
1002100,4,Alto Valor Principal
1002101,3,Profesionales Dormidos
1002104,3,Profesionales Dormidos
1002107,3,Profesionales Dormidos
1002108,3,Profesionales Dormidos
1002114,4,Alto Valor Principal
1002115,4,Alto Valor Principal
1002116,3,Profesionales Dormidos
1002119,3,Profesionales Dormidos
1002120,7,Valor Medio-Alto
1002126,4,Alto Valor Principal
1002128,4,Alto Valor Principal
1002131,3,Profesionales Dormidos
1002132,4,Alto Valor Principal
1002133,3,Profesionales Dormidos
1002134,5,Jóvenes Activos Básicos
1002135,4,Alto Valor Principal
1002137,3,Profesionales Dormidos
1002138,4,Alto Valor Principal
1002139,7,Valor Medio-Alto
1002140,3,Profesionales Dormidos
1002141,3,Profesionales Dormidos
1002144,4,Alto Valor Principal
1002145,3,Profesionales Dormidos
1002146,4,Alto Valor Principal
1002147,4,Alto Valor Principal
1002150,4,Alto Valor Principal
1002151,3,Profesionales Dormidos
1002153,3,Profesionales Dormidos
1002156,3,Profesionales Dormidos
1002157,4,Alto Valor Principal
1002160,1,Universitarios Estándar
1002161,8,Emergentes Premium
1002162,3,Profesionales Dormidos
1002164,8,Emergentes Premium
1002166,4,Alto Valor Principal
1002167,4,Alto Valor Principal
1002170,2,Inactivos Totales
1002172,6,Alto Potencial Virgen
1002173,3,Profesionales Dormidos
1002174,2,Inactivos Totales
1002175,8,Emergentes Premium
1002176,4,Alto Valor Principal
1002177,3,Profesionales Dormidos
1002178,3,Profesionales Dormidos
1002179,2,Inactivos Totales
1002180,2,Inactivos Totales
1002181,3,Profesionales Dormidos
1002184,2,Inactivos Totales
1002185,7,Valor Medio-Alto
1002188,2,Inactivos Totales
1002190,2,Inactivos Totales
1002191,3,Profesionales Dormidos
1002195,4,Alto Valor Principal
1002198,4,Alto Valor Principal
1002199,7,Valor Medio-Alto
1002200,7,Valor Medio-Alto
1002204,3,Profesionales Dormidos
1002206,7,Valor Medio-Alto
1002207,3,Profesionales Dormidos
1002208,6,Alto Potencial Virgen
1002209,3,Profesionales Dormidos
1002210,7,Valor Medio-Alto
1002211,7,Valor Medio-Alto
1002213,7,Valor Medio-Alto
1002214,3,Profesionales Dormidos
1002215,7,Valor Medio-Alto
1002216,7,Valor Medio-Alto
1002217,7,Valor Medio-Alto
1002218,2,Inactivos Totales
1002219,7,Valor Medio-Alto
1002220,3,Profesionales Dormidos
1002221,3,Profesionales Dormidos
1002222,4,Alto Valor Principal
1002223,3,Profesionales Dormidos
1002224,3,Profesionales Dormidos
1002225,4,Alto Valor Principal
1002226,3,Profesionales Dormidos
1002227,7,Valor Medio-Alto
1002228,3,Profesionales Dormidos
1002229,3,Profesionales Dormidos
1002230,3,Profesionales Dormidos
1002233,7,Valor Medio-Alto
1002234,7,Valor Medio-Alto
1002235,3,Profesionales Dormidos
1002237,7,Valor Medio-Alto
1002238,3,Profesionales Dormidos
1002239,4,Alto Valor Principal
1002240,3,Profesionales Dormidos
1002241,3,Profesionales Dormidos
1002242,7,Valor Medio-Alto
1002243,7,Valor Medio-Alto
1002245,4,Alto Valor Principal
1002248,7,Valor Medio-Alto
1002249,7,Valor Medio-Alto
1002251,7,Valor Medio-Alto
1002254,7,Valor Medio-Alto
1002259,7,Valor Medio-Alto
1002260,7,Valor Medio-Alto
1002261,4,Alto Valor Principal
1002264,7,Valor Medio-Alto
1002266,4,Alto Valor Principal
1002267,3,Profesionales Dormidos
1002271,7,Valor Medio-Alto
1002273,3,Profesionales Dormidos
1002275,4,Alto Valor Principal
1002276,4,Alto Valor Principal
1002278,7,Valor Medio-Alto
1002279,4,Alto Valor Principal
1002280,3,Profesionales Dormidos
1002282,4,Alto Valor Principal
1002283,4,Alto Valor Principal
1002284,4,Alto Valor Principal
1002286,3,Profesionales Dormidos
1002287,3,Profesionales Dormidos
1002288,3,Profesionales Dormidos
1002289,3,Profesionales Dormidos
1002290,7,Valor Medio-Alto
1002293,4,Alto Valor Principal
1002295,7,Valor Medio-Alto
1002297,3,Profesionales Dormidos
1002300,3,Profesionales Dormidos
1002302,3,Profesionales Dormidos
1002305,7,Valor Medio-Alto
1002306,3,Profesionales Dormidos
1002307,8,Emergentes Premium
1002308,4,Alto Valor Principal
1002309,4,Alto Valor Principal
1002311,3,Profesionales Dormidos
1002312,3,Profesionales Dormidos
1002313,3,Profesionales Dormidos
1002314,3,Profesionales Dormidos
1002315,7,Valor Medio-Alto
1002316,3,Profesionales Dormidos
1002317,7,Valor Medio-Alto
1002319,7,Valor Medio-Alto
1002320,8,Emergentes Premium
1002321,7,Valor Medio-Alto
1002322,4,Alto Valor Principal
1002324,7,Valor Medio-Alto
1002325,7,Valor Medio-Alto
1002327,7,Valor Medio-Alto
1002329,4,Alto Valor Principal
1002330,7,Valor Medio-Alto
1002332,7,Valor Medio-Alto
1002333,7,Valor Medio-Alto
1002336,4,Alto Valor Principal
1002337,4,Alto Valor Principal
1002338,4,Alto Valor Principal
1002339,4,Alto Valor Principal
1002340,7,Valor Medio-Alto
1002344,3,Profesionales Dormidos
1002345,4,Alto Valor Principal
1002347,8,Emergentes Premium
1002348,2,Inactivos Totales
1002349,4,Alto Valor Principal
1002351,7,Valor Medio-Alto
1002352,4,Alto Valor Principal
1002353,4,Alto Valor Principal
1002355,4,Alto Valor Principal
1002357,4,Alto Valor Principal
1002358,7,Valor Medio-Alto
1002359,4,Alto Valor Principal
1002360,4,Alto Valor Principal
1002363,7,Valor Medio-Alto
1002364,7,Valor Medio-Alto
1002365,3,Profesionales Dormidos
1002366,6,Alto Potencial Virgen
1002368,4,Alto Valor Principal
1002369,3,Profesionales Dormidos
1002371,7,Valor Medio-Alto
1002372,3,Profesionales Dormidos
1002374,3,Profesionales Dormidos
1002377,4,Alto Valor Principal
1002378,3,Profesionales Dormidos
1002379,7,Valor Medio-Alto
1002381,3,Profesionales Dormidos
1002384,7,Valor Medio-Alto
1002386,4,Alto Valor Principal
1002387,4,Alto Valor Principal
1002389,4,Alto Valor Principal
1002392,4,Alto Valor Principal
1002393,8,Emergentes Premium
1002395,4,Alto Valor Principal
1002397,7,Valor Medio-Alto
1002401,3,Profesionales Dormidos
1002404,7,Valor Medio-Alto
1002405,8,Emergentes Premium
1002406,4,Alto Valor Principal
1002407,3,Profesionales Dormidos
1002408,7,Valor Medio-Alto
1002409,3,Profesionales Dormidos
1002410,3,Profesionales Dormidos
1002413,7,Valor Medio-Alto
1002423,2,Inactivos Totales
1002424,2,Inactivos Totales
1002425,2,Inactivos Totales
1002426,1,Universitarios Estándar
1002428,2,Inactivos Totales
1002430,2,Inactivos Totales
1002432,2,Inactivos Totales
1002434,2,Inactivos Totales
1002436,2,Inactivos Totales
1002437,1,Universitarios Estándar
1002438,2,Inactivos Totales
1002439,3,Profesionales Dormidos
1002441,2,Inactivos Totales
1002442,4,Alto Valor Principal
1002443,8,Emergentes Premium
1002444,6,Alto Potencial Virgen
1002445,2,Inactivos Totales
1002446,2,Inactivos Totales
1002447,4,Alto Valor Principal
1002448,2,Inactivos Totales
1002449,2,Inactivos Totales
1002450,2,Inactivos Totales
1002451,2,Inactivos Totales
1002453,2,Inactivos Totales
1002454,2,Inactivos Totales
1002455,2,Inactivos Totales
1002456,7,Valor Medio-Alto
1002457,7,Valor Medio-Alto
1002459,3,Profesionales Dormidos
1002463,3,Profesionales Dormidos
1002464,7,Valor Medio-Alto
1002466,7,Valor Medio-Alto
1002468,7,Valor Medio-Alto
1002470,3,Profesionales Dormidos
1002471,4,Alto Valor Principal
1002472,7,Valor Medio-Alto
1002473,3,Profesionales Dormidos
1002474,8,Emergentes Premium
1002475,3,Profesionales Dormidos
1002476,4,Alto Valor Principal
1002478,3,Profesionales Dormidos
1002479,3,Profesionales Dormidos
1002480,4,Alto Valor Principal
1002482,3,Profesionales Dormidos
1002484,3,Profesionales Dormidos
1002485,3,Profesionales Dormidos
1002487,3,Profesionales Dormidos
1002488,3,Profesionales Dormidos
1002490,4,Alto Valor Principal
1002491,3,Profesionales Dormidos
1002492,8,Emergentes Premium
1002493,4,Alto Valor Principal
1002494,3,Profesionales Dormidos
1002495,7,Valor Medio-Alto
1002496,4,Alto Valor Principal
1002498,4,Alto Valor Principal
1002499,3,Profesionales Dormidos
1002500,3,Profesionales Dormidos
1002501,4,Alto Valor Principal
1002502,7,Valor Medio-Alto
1002503,3,Profesionales Dormidos
1002504,4,Alto Valor Principal
1002505,4,Alto Valor Principal
1002506,3,Profesionales Dormidos
1002507,7,Valor Medio-Alto
1002509,4,Alto Valor Principal
1002510,7,Valor Medio-Alto
1002511,3,Profesionales Dormidos
1002512,7,Valor Medio-Alto
1002515,4,Alto Valor Principal
1002516,7,Valor Medio-Alto
1002517,7,Valor Medio-Alto
1002518,3,Profesionales Dormidos
1002519,7,Valor Medio-Alto
1002520,3,Profesionales Dormidos
1002521,3,Profesionales Dormidos
1002522,4,Alto Valor Principal
1002524,3,Profesionales Dormidos
1002525,7,Valor Medio-Alto
1002528,4,Alto Valor Principal
1002530,7,Valor Medio-Alto
1002531,3,Profesionales Dormidos
1002533,3,Profesionales Dormidos
1002534,4,Alto Valor Principal
1002535,7,Valor Medio-Alto
1002536,4,Alto Valor Principal
1002537,4,Alto Valor Principal
1002538,3,Profesionales Dormidos
1002539,3,Profesionales Dormidos
1002540,4,Alto Valor Principal
1002542,4,Alto Valor Principal
1002544,3,Profesionales Dormidos
1002545,7,Valor Medio-Alto
1002546,7,Valor Medio-Alto
1002547,4,Alto Valor Principal
1002549,7,Valor Medio-Alto
1002550,3,Profesionales Dormidos
1002552,4,Alto Valor Principal
1002553,4,Alto Valor Principal
1002554,7,Valor Medio-Alto
1002556,4,Alto Valor Principal
1002558,8,Emergentes Premium
1002559,4,Alto Valor Principal
1002914,4,Alto Valor Principal
1002917,4,Alto Valor Principal
1002919,4,Alto Valor Principal
1002921,4,Alto Valor Principal
1002922,4,Alto Valor Principal
1002924,4,Alto Valor Principal
1002925,2,Inactivos Totales
1002926,7,Valor Medio-Alto
1002929,7,Valor Medio-Alto
1002932,4,Alto Valor Principal
1002936,4,Alto Valor Principal
1002938,6,Alto Potencial Virgen
1002939,8,Emergentes Premium
1002941,4,Alto Valor Principal
1002944,7,Valor Medio-Alto
1002945,7,Valor Medio-Alto
1002946,4,Alto Valor Principal
1002949,3,Profesionales Dormidos
1002950,7,Valor Medio-Alto
100296,8,Emergentes Premium
1002961,7,Valor Medio-Alto
1002963,7,Valor Medio-Alto
1002964,1,Universitarios Estándar
1002965,7,Valor Medio-Alto
1002966,4,Alto Valor Principal
1002967,3,Profesionales Dormidos
1002968,4,Alto Valor Principal
1002969,4,Alto Valor Principal
1002970,3,Profesionales Dormidos
1002972,8,Emergentes Premium
1002973,3,Profesionales Dormidos
1002974,4,Alto Valor Principal
1002975,3,Profesionales Dormidos
1002976,4,Alto Valor Principal
